"Id","Name","Short.description","Gender","Country","Occupation","Birth.year","Death.year","Manner.of.death","Age.of.death"
"Q111687","Fritz Maxin","German politician (1885-1960)","Male","Germany","Politician",1885,1960,"",75
"Q66425374","Helen Ann Meighan","professor of physical education for women","Female","","Researcher",1871,1957,"",86
"Q962679","Sándor Somló","Hungarian actor, writer","Male","","Artist",1859,1916,"",57
"Q6846686","Mike Elliott","American guitarist","Male","United States of America","Guitarist",1940,2005,"",65
"Q565833","Anne Isabella Thackeray Ritchie","novelist","Female","United Kingdom of Great Britain and Ireland","Artist",1837,1919,"",82
"Q4506817","Чайковский Иосиф Ефимович","Советтар Союзы Геройы","","","",1923,1945,"",22
"Q3771366","Giuseppe Rubino","Italian lawyer and politician","Male","Italy; Kingdom of Italy","Politician",1887,1964,"",77
"Q27113647","Suzanne Saueressig","veterinarian","Female","","Veterinarian",1924,2013,"",89
"Q16018980","Lisa Faye Beatty","American singer","Female","United States of America","Artist",1964,2011,"",47
"Q28776546","Antonio de Arriola","","Male","Spain","Artist",1679,1730,"",51
"Q5671628","Amalia Molina","Spanish singer","Female","Spain","Artist",1881,1956,"natural causes",75
"Q19787910","Eric Ahlin","Swedish architect","Male","Sweden","Architect",1915,1998,"",83
"Q1254680","Edward Marczewski","Polish mathematician","Male","Poland","Researcher",1907,1976,"",69
"Q3010582","Côme-Séraphin Cherrier","Canadian politician","Male","Canada","Politician",1798,1885,"",87
"Q64760816","Pietro Mancini","roman-catholic bishop","Male","","Religious figure",1733,1808,"",75
"Q16014334","Brock Speer","American gospel singer","Male","United States of America","Artist",1920,1999,"",79
"Q18223673","Antonio Innocenti","Italian association football player (1922-1985)","Male","Italy; Kingdom of Italy","Athlete",1922,1985,"",63
"Q2182780","Henri van Maasdijk","Dutch politician","Male","Kingdom of the Netherlands","Politician",1904,1985,"",81
"Q15977764","Henrietta Anne Heathorn Huxley","British poet","Female","United Kingdom of Great Britain and Ireland","Artist",1825,1914,"",89
"Q5711687","Augusto Liliedal","Argentinian military personnel","Male","Argentina","Military personnel",1822,1869,"",47
"Q16260505","楊明煌","muziekproducent","","","Record producer",1960,1995,"",35
"Q4347888","Richard Taylor","American philosopher, born 1919","Male","United States of America","Artist",1919,2003,"",84
"Q55844313","Wilhelm Jungblodt","1792 bis 1829 Beruf/Funktion Jurist Konfession - Namensvarianten Jungblodt, Wilhelm","Male","","Jurist",1792,1829,"",37
"Q19210185","Hans Prahl","auteur","Male","","Author",1845,1930,"",85
"Q21040260","Jianming Jin","","","","",1932,2017,"",85
"Q45822523","Christina Persighetti","UK long jumper","Female","United Kingdom","Athlete",1936,2012,"",76
"Q16008378","Redento Maria Gauci","Maltese bishop","Male","Malta","Religious figure",1920,1978,"",58
"Q3839416","Luigi Camoletti","Italian writer","Male","Kingdom of Italy","Artist",1804,1880,"",76
"Q6248433","John Mellor","British politician and judge","Male","United Kingdom of Great Britain and Ireland","Politician",1809,1887,"",78
"Q381970","Imad Mughniyah","Lebanese militant, head of security for Hezbollah (1962-2008)","Male","Lebanon","Politician",1962,2008,"Israeli targeted killings",46
"Q7787902","Thomas Brinton","Bishop of Rochester","Male","","Religious figure",1350,1389,"",39
"Q12331661","Peter Mærsk Møller","Danish sea captain","Male","Denmark","Businessperson",1836,1927,"",91
"Q24680526","Geoffrey H. Moore","American economist","Male","United States of America","Businessperson",1914,2000,"",86
"Q1255241","Dragutin Trumbetas","German painter (1938-2018)","","Germany","Artist",1938,2018,"",80
"Q122409","Bruno Hunziker","Swiss politician (1930-2000)","Male","Switzerland","Politician",1930,2000,"",70
"Q2580731","William Tecumsah Avery","American politician","Male","United States of America","Politician",1819,1880,"",61
"Q1903615","Jean Pirmez","Belgian politician (1795-1864)","","Belgium","Politician",1795,1864,"",69
"Q6283821","Joseph Harris","Welsh Baptist minister, author, journal editor and poet","Male","Wales; Kingdom of Great Britain; United Kingdom of Great Britain and Ireland","Artist",1773,1825,"",52
"Q665518","Torii Mototada","Samurai who served Tokugawa Ieyasu","Male","Japan","Samurai",1539,1600,"suicide",61
"Q3386079","Pierre Mairesse-Lebrun","French Army officer","Male","France","Military personnel",1912,2003,"",91
"Q4709944","Albert Coates","American lawyer and educator","Male","United States of America","Lawyer",1896,1989,"",93
"Q3025009","Hans Pulver","Swiss footballer (1902-1977)","Male","Switzerland","Athlete",1902,1977,"",75
"Q6685339","Lou Angeli","American writer/filmmaker","Male","United States of America","Documentary filmmaker",1951,2013,"",62
"Q12658519","Juozas Grigaitis","litauischer Jurist, Richter, Generalleutnant","Male","Lithuania","Judge",1881,1947,"",66
"Q14565764","Justus Scrafford","American distance runner","Male","United States of America","Athlete",1878,1947,"",69
"Q6008287","Imre Farkas","Hungarian composer, poet","Male","Hungary","Artist",1879,1976,"",97
"Q6504361","Lawrence Macdonald","British artist","Male","","Artist",1799,1878,"",79
"Q24845828","William Telfer","Australian politician","Male","Australia","Politician",1885,1955,"",70
"Q3167427","Jean-Marc Léger","Canadian journalist and writer","","Canada","Journalist",1927,2011,"",84
"Q5125186","Claire Drainie Taylor","Canadian actor and writer","Female","Canada","Autobiographer",1917,2009,"",92
"Q13548448","Cornelio Sebastiano Cuccarollo","Italian archbishop","Male","Italy; Kingdom of Italy","Religious figure",1870,1963,"",93
"Q936766","Thomas Parker, 1st Earl of Macclesfield","English Whig politician (1666-1732)","Male","Kingdom of Great Britain","Politician",1666,1732,"",66
"Q6915858","Moses Little","American army officer","Male","","Military personnel",1724,1798,"",74
"Q5606816","Sydney Chapman","British politician (1935-2014)","Male","United Kingdom","Politician",1935,2014,"",79
"Q1346837","Ephraim Lipson","British historian","Male","United Kingdom","Researcher",1888,1960,"",72
"Q5085596","Charlie Tatham","Canadian politician","Male","Canada","Politician",1925,2016,"",91
"Q7527079","Sir Hector Munro, 11th Baronet","Scottish clan chief","Male","","",1848,1935,"",87
"Q26250406","James Mason","politician","Male","United Kingdom of Great Britain and Ireland","Politician",1861,1929,"",68
"Q18221702","Theodor Diener","Swiss composer and church musician (1908-1983)","Male","Switzerland","Artist",1908,1983,"",75
"Q7224781","Wayne Brown","Canadian ice hockey player","Male","Canada","Athlete",1930,2019,"",89
"Q22919611","Dmitriĭ Pritula","schrijver","Male","","Artist",1939,2012,"",73
"Q1298940","Karl Muffat","German architect","Male","Germany","Architect",1797,1868,"",71
"Q12730599","Ioan Bianu","Romanian philologist and librarian","Male","Romania","Researcher",1856,1935,"",79
"Q5561080","Gilbert Lyttelton","British politician","Male","","Politician",1540,1599,"",59
"Q16026829","Pierre Michel Grolier-Desbrousses","French politician","Male","France","Politician",1796,1857,"",61
"Q8006284","William C. Davis","American ballistics engineer","Male","","Engineer",1921,2010,"",89
"Q708535","Ying Ruocheng","Chinese actor, translator (1929-2003)","Male","People's Republic of China; Republic of China (1912–1949)","Artist",1929,2003,"",74
"Q62579337","Martin Georg Freudenberg","German Jewish merchant","","German Empire","Merchant",1855,1931,"",76
"Q8009802","William George McCloskey","American Catholic bishop","Male","United States of America","Religious figure",1823,1909,"",86
"Q12113907","Кочевська Міра Петрівна","Ukrainian painter","Female","","Artist",1928,2006,"",78
"Q3757000","Xabier de Lizardi","Basque writer","","Spain","Artist",1896,1933,"",37
"Q9288363","Henryk Kozłowski","polnischer Ingenieur","Male","Poland","Engineer",1901,1973,"",72
"Q1056616","József Huszár","földbirtokos","Male","","",1913,1958,"",45
"Q15074658","Татищев, Алексей Никитович","","Male","","",1845,1896,"",51
"Q1680975","James Petiver","British biologist and pharmacist (1663-1718)","Male","Kingdom of Great Britain","Researcher",1663,1718,"",55
"Q16905771","Hui Mu","","","","",1928,2004,"",76
"Q5295239","Donald Valle","American restaurateur","Male","United States of America","Restaurateur",1908,1977,"",69
"Q13950274","Takeshi Sakurada","Japanese general","Male","Japan","Military personnel",1891,1943,"",52
"Q18576451","John Birrell","Scottish orientalist","Male","United Kingdom of Great Britain and Ireland","",1836,1901,"",65
"Q26207189","Libor Ševčík","publicist","Male","","Journalist",1946,2016,"",70
"Q11835295","Roman Werfel","Polish politician","Male","Poland","Politician",1906,2003,"",97
"Q30607075","赵维寰","","","","",1923,2017,"",94
"Q2030473","Edzard Falck","","","Kingdom of the Netherlands","",1884,1963,"",79
"Q3331614","Myron Coureval Fagan","American writer","Male","United States of America","Artist",1887,1972,"",85
"Q40991135","Calixto Malcom","Panamanian basketball player (1947-)","Male","Panama","Athlete",1947,2021,"",74
"Q18511561","Marie von Zülow","kunstschilder","Female","","Artist",1856,1930,"",74
"Q329848","Eystein Meyla","Elected a rival King of Norway during the Norwegian Civil War","Male","","Politician",1157,1177,"",20
"Q4391059","Valentin Rakhilin","Russian ecologist","Male","Russia","",1932,2003,"",71
"Q14970304","Josef Meindl","Czech member of Czech council, mayor, entrepreneur and mayor","","","Businessperson",1841,1899,"",58
"Q2284984","Sigmund Matuszewski","German singer","Male","Germany","Artist",1888,1954,"",66
"Q2173834","Rudolf Sokol","painter (1887-1974)","","","Artist",1887,1974,"",87
"Q6241056","John J. Foote","American politician","Male","United States of America","Politician",1816,1905,"",89
"Q2018950","Frank Santman","Nederlands verzetsstrijder (1917-1945)","Male","Kingdom of the Netherlands","",1917,1945,"",28
"Q1635757","Hugo Stöhr","xinecólogu alemán (1830–1901)","Male","Germany","",1830,1901,"",71
"Q2316308","François Antoine de Méan de Beaurieux","","Male","Belgium","",1724,1788,"",64
"Q18631866","Edmond J. Gong","American politician","Male","United States of America","Politician",1930,2015,"",85
"Q18534154","Frances Wolfreston","English book collector","Female","","",1607,1677,"",70
"Q13035087","John William Jagger","South African politician","Male","South Africa","Politician",1859,1930,"",71
"Q1559653","Gösta Berggren","Zweeds skispringer (1910-2002)","Male","Sweden","Athlete",1910,2002,"",92
"Q55899193","Johann Hermann Leitz","","Male","","",1805,1883,"",78
"Q55675915","Heinrich Wilhelm Prieger","","Male","","Physician",1819,1901,"",82
"Q4843731","Willem Grossouw","Dutch theologian and priest","Male","Kingdom of the Netherlands","Religious figure",1906,1990,"",84
"Q8017394","William Ravenscroft","English politician","Male","","Politician",1561,1628,"",67
"Q361587","Kevin Peter Hall","American actor (1955-1991)","Male","United States of America","Athlete",1955,1991,"natural causes",36
"Q5337407","Edgar Otto","Norwegian admiral","Male","Norway","",1872,1952,"",80
"Q7315601","Zhu Lüdao","","","","",1572,1590,"",18
"Q16011654","Anbara Salam Khalidy","Lebanese translator","Female","Lebanon","Artist",1897,1986,"",89
"Q11353152","Isshiki Yoshiharu","","","Japan","",1466,1484,"",18
"Q484134","Woo Bum-kon","South Korean spree killer, mass murderer and off-duty police officer who got drunk and killed 57 people with rifles and hand grenades, injured a further 38, before blowing himself up with one of his hand grenades on April 27, 1982","Male","South Korea","Police officer; spree killer; mass murderer",1955,1982,"suicide",27
"Q21682517","George Venables-Vernon, 8th Baron Vernon","(1888-1915), Diplomat and landowner","Male","United Kingdom of Great Britain and Ireland","Politician",1888,1915,"",27
"Q3300458","Maurice Bossard","Swiss journalist (1922-2013)","Male","Switzerland","Journalist",1922,2013,"",91
"Q1127916","Konstantin Rembe","German politician (1868-1958)","Male","Germany","Politician",1868,1958,"",90
"Q41969290","Anthonij Bas Backer","Dutch politician","","Kingdom of the Netherlands","Politician",1864,1942,"",78
"Q18672214","Robert Lovell","English naturalist","Male","Kingdom of England","",1630,1690,"",60
"Q5480896","Francis Fauvel Gouraud","French engineer; pioneer of photographic techniques and mnemotechnics","Male","France","Artist",1808,1847,"",39
"Q59629227","Edward Connery Lathem","born:1926-12-15|died:2009-03-15|; Lathem, Edward Connery, 1926-2009","Male","","",1926,2009,"",83
"Q19369158","Steinar Molvik","","Male","","",1943,2015,"",72
"Q2080189","Abbas Djoussouf","Prime Minister of Comoros","Male","Comoros","Politician",1942,2010,"",68
"Q27178535","William Blatz","German-Canadian developmental psychologist, known for his creation of security theory","Male","Canada","Psychologist",1895,1964,"",69
"Q18199361","Hans Christian Nørregaard","","Male","Denmark","",1943,2019,"",76
"Q10990075","John Bastard","English cricketer and clergyman (1817-1848)","Male","United Kingdom of Great Britain and Ireland","Athlete",1817,1848,"",31
"Q28673856","John Kenerson","American-football player (1938-1995)","Male","United States of America","Athlete",1938,1995,"",57
"Q2851374","Anne de Rohan-Guéméné","princesse de Guéméné","Female","France","Politician",1606,1685,"",79
"Q6843638","Mieczysław Łomowski","Polish shot putter and discus thrower","Male","Poland","Discus thrower; shot putter",1914,1969,"",55
"Q3751465","Franco Nebbia","Italian musician and actor","Male","Italy; Kingdom of Italy","Artist",1927,1984,"",57
"Q55488659","Narciso Inglada","Spanish painter (1830-1891)","Male","Spain","Artist",1830,1891,"",61
"Q32857972","Mieczysław Zdanowicz","polski artysta i nauczyciel akademicki","Male","Poland","",1928,2003,"",75
"Q4909002","Bill Fleckenstein","American football player (1903-1967)","Male","United States of America","Athlete",1903,1967,"",64
"Q5006830","C. S. Holling","Canadian ecologist","Male","Canada","Ecologist",1930,2019,"",89
"Q7453705","Sergei Nolbandov","Russian film director","Male","","Artist",1895,1971,"",76
